id_client,provincia,familia,segment_client,share_of_wallet_12m,dies_sense_compra,cicle_habitual_dies,potencial_anual_eur,z_score_retard,genera_alerta,tipus_alerta,impacte_recuperable_eur,urgencia,motiu_explicat
1000076691,Barcelona,Anestesia,perdut,0.399,201,,2223.12,,False,,,,
1000076691,Barcelona,Bioseguridad,marginal,0.0,1475,,1086.44,,False,,,,
1000076700,Valencia,Bioseguridad,promiscu,0.732,34,197.2,1086.44,-1.46,False,,,,
1000076701,Pontevedra,Bioseguridad,perdut,0.366,283,,1086.44,,False,,,,
1000076715,Segovia,Bioseguridad,marginal,0.0,907,,1086.44,,False,,,,
1000076739,Jaén,Bioseguridad,marginal,0.0,1719,,1086.44,,False,,,,
1000076744,Valencia,Anestesia,fidel,0.779,87,159.2,3410.04,-1.21,False,,,,
1000076744,Valencia,Bioseguridad,perdut,0.486,171,,1667.34,,False,,,,
1000076746,Murcia,Anestesia,fidel,0.831,28,110.0,1802.36,-0.67,False,,,,
1000076747,Almería,Anestesia,perdut,0.31,271,,2223.12,,False,,,,
1000076747,Almería,Bioseguridad,perdut,1.404,187,,1086.44,,False,,,,
1000076761,Barcelona,Anestesia,promiscu,0.7,54,207.2,3410.04,-2.86,False,,,,
1000076767,Sevilla,Anestesia,fidel,1.195,42,431.5,2223.12,-1.03,False,,,,
1000076767,Sevilla,Bioseguridad,perdut,0.366,250,,1086.44,,False,,,,
1000076769,Valladolid,Anestesia,perdut,0.29,312,,2223.12,,False,,,,
1000076769,Valladolid,Bioseguridad,perdut,0.406,276,,1086.44,,False,,,,
1000076773,Granada,Anestesia,marginal,0.161,28,,1802.36,,False,,,,
1000076778,Zaragoza,Anestesia,promiscu,0.699,83,203.0,3410.04,-3.76,False,,,,
1000076778,Zaragoza,Bioseguridad,perdut,0.0,1523,,1667.34,,False,,,,
1000076786,Girona,Anestesia,fidel,1.189,42,263.2,2223.12,-1.46,False,,,,
1000076790,Asturias,Anestesia,perdut,0.0,462,,1802.36,,False,,,,
1000076807,Valladolid,Anestesia,perdut,0.337,248,,3410.04,,False,,,,
1000076807,Valladolid,Bioseguridad,perdut,0.525,248,,1667.34,,False,,,,
1000076814,Barcelona,Anestesia,marginal,0.0,1781,,2223.12,,False,,,,
1000076821,Madrid,Anestesia,perdut,0.266,117,,2223.12,,False,,,,
1000076821,Madrid,Bioseguridad,promiscu,0.597,39,304.3,1086.44,-4.59,False,,,,
1000076824,Sevilla,Anestesia,perdut,0.0,389,,3410.04,,False,,,,
1000076824,Sevilla,Bioseguridad,perdut,0.0,1306,,1667.34,,False,,,,
1000076894,Jaén,Bioseguridad,perdut,0.0,1137,,1086.44,,False,,,,
1000076903,Jaén,Anestesia,fidel,1.876,53,57.9,3410.04,-0.15,False,,,,
1000076908,Baleares,Bioseguridad,marginal,0.0,1742,,1.0,,False,,,,
1000076910,Vizcaya,Anestesia,en_risc,1.577,87,221.3,4546.72,-0.92,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 158%). El seu cicle de compra és de 221 dies. Porta 87 dies sense comprar (-134 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000076912,Barcelona,Anestesia,perdut,0.52,234,,2223.12,,False,,,,
1000076917,Pontevedra,Anestesia,promiscu,0.657,33,170.0,2223.12,-0.95,False,,,,
1000076917,Pontevedra,Bioseguridad,perdut,0.447,248,,1086.44,,False,,,,
1000076919,Barcelona,Anestesia,fidel,1.297,69,100.1,2223.12,-0.6,False,,,,
1000076921,Madrid,Anestesia,perdut,0.393,179,,2223.12,,False,,,,
1000076926,Valencia,Bioseguridad,perdut,0.0,938,,1086.44,,False,,,,
1000076935,Sta.Cruz Tenerife,Anestesia,perdut,0.198,207,,2223.12,,False,,,,
1000076950,Burgos,Anestesia,perdut,0.431,172,,2223.12,,False,,,,
1000076950,Burgos,Bioseguridad,en_risc,0.373,263,,1086.44,,False,,,,
1000076997,Las Palmas,Anestesia,fidel,1.547,47,90.4,3410.04,-1.11,False,,,,
1000077000,León,Anestesia,perdut,0.676,187,,2223.12,,False,,,,
1000077000,León,Bioseguridad,marginal,0.0,467,,1086.44,,False,,,,
1000077009,Sevilla,Anestesia,perdut,0.0,1481,,3410.04,,False,,,,
1000077018,Murcia,Anestesia,perdut,0.662,115,,2223.12,,False,,,,
1000077018,Murcia,Bioseguridad,fidel,1.291,47,150.9,1086.44,-1.82,False,,,,
1000077031,Málaga,Anestesia,fidel,1.557,7,58.4,2223.12,-2.41,False,,,,
1000077036,Madrid,Anestesia,perdut,0.258,168,,2223.12,,False,,,,
1000077058,Alicante,Anestesia,perdut,0.313,262,,3410.04,,False,,,,
1000077064,Málaga,Anestesia,marginal,0.0,727,,2223.12,,False,,,,
1000077064,Málaga,Bioseguridad,promiscu,0.366,55,252.2,1086.44,-0.68,False,,,,
1000077065,Sta.Cruz Tenerife,Anestesia,perdut,0.0,1340,,2223.12,,False,,,,
1000077080,A Coruña,Anestesia,perdut,0.106,164,,2223.12,,False,,,,
1000077080,A Coruña,Bioseguridad,marginal,0.0,1370,,1086.44,,False,,,,
1000077081,Murcia,Anestesia,perdut,1.1,118,,2223.12,,False,,,,
1000077081,Murcia,Bioseguridad,perdut,0.261,332,,1086.44,,False,,,,
1000077082,Málaga,Anestesia,en_risc,0.39,279,,3410.04,,False,,,,
1000077085,Barcelona,Anestesia,perdut,0.266,235,,2223.12,,False,,,,
1000077085,Barcelona,Bioseguridad,marginal,0.0,1718,,1086.44,,False,,,,
1000077090,Madrid,Anestesia,perdut,0.258,320,,2223.12,,False,,,,
1000077094,Valencia,Anestesia,perdut,0.0,1707,,3410.04,,False,,,,
1000077101,Madrid,Anestesia,perdut,0.0,1258,,1802.36,,False,,,,
1000077107,Barcelona,Anestesia,en_risc,0.974,56,143.5,2223.12,-1.58,True,caiguda_share,57.28,mitja,"Client en_risc de Anestesia (Share 12m: 97%). El seu cicle de compra és de 144 dies. Porta 56 dies sense comprar (-88 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000077109,Granada,Anestesia,perdut,0.0,1014,,2223.12,,False,,,,
1000077122,Toledo,Anestesia,perdut,0.0,1609,,1802.36,,False,,,,
1000077124,Las Palmas,Anestesia,fidel,1.021,27,76.9,3410.04,-1.48,False,,,,
1000077129,Almería,Anestesia,promiscu,0.706,88,243.1,1802.36,-1.52,False,,,,
1000077135,Madrid,Anestesia,perdut,1.58,189,,2223.12,,False,,,,
1000077135,Madrid,Bioseguridad,perdut,0.0,432,,1086.44,,False,,,,
1000077152,Zaragoza,Anestesia,fidel,1.224,60,106.9,3410.04,-0.85,False,,,,
1000077167,Barcelona,Anestesia,promiscu,0.332,53,212.6,2223.12,-1.26,False,,,,
1000077173,Barcelona,Anestesia,fidel,0.789,82,113.9,2223.12,-1.53,False,,,,
1000077196,A Coruña,Anestesia,perdut,0.245,228,,2223.12,,False,,,,
1000077215,Valencia,Anestesia,perdut,0.283,314,,3410.04,,False,,,,
1000077222,Barcelona,Anestesia,fidel,1.32,26,63.6,3410.04,-0.98,False,,,,
1000077222,Barcelona,Bioseguridad,fidel,3.374,26,48.1,1667.34,-0.7,False,,,,
1000077228,Alicante,Anestesia,marginal,0.0,1159,,1802.36,,False,,,,
1000077231,Jaén,Anestesia,perdut,0.0,571,,2223.12,,False,,,,
1000077231,Jaén,Bioseguridad,perdut,0.0,1327,,1086.44,,False,,,,
1000077233,Madrid,Anestesia,perdut,0.0,425,,1802.36,,False,,,,
1000077233,Madrid,Bioseguridad,perdut,0.0,1280,,879.2,,False,,,,
1000077246,Sta.Cruz Tenerife,Bioseguridad,perdut,0.333,133,,1086.44,,False,,,,
1000077259,Sevilla,Anestesia,perdut,0.516,115,,3410.04,,False,,,,
1000077259,Sevilla,Bioseguridad,fidel,2.276,56,35.8,1667.34,1.32,False,,,,
1000077269,Las Palmas,Anestesia,promiscu,0.398,77,97.2,2223.12,-0.33,False,,,,
1000077287,Sevilla,Anestesia,perdut,0.359,208,,2223.12,,False,,,,
1000077299,Cádiz,Anestesia,perdut,0.264,319,,3410.04,,False,,,,
1000077327,Salamanca,Bioseguridad,perdut,0.0,584,,1667.34,,False,,,,
1000077358,Barcelona,Anestesia,fidel,1.791,0,207.8,2223.12,-0.84,False,,,,
1000077359,Madrid,Anestesia,perdut,0.177,322,,3410.04,,False,,,,
1000077359,Madrid,Bioseguridad,perdut,0.0,990,,1667.34,,False,,,,
1000077362,Madrid,Anestesia,perdut,0.245,189,,2223.12,,False,,,,
1000077389,Vizcaya,Anestesia,fidel,1.455,38,167.3,2223.12,-1.55,False,,,,
1000077389,Vizcaya,Bioseguridad,marginal,0.0,1774,,1086.44,,False,,,,
1000077397,Granada,Anestesia,perdut,0.0,432,,1802.36,,False,,,,
1000077398,Asturias,Anestesia,perdut,0.258,210,,2223.12,,False,,,,
1000077399,Asturias,Anestesia,fidel,1.709,19,518.3,2223.12,-1.07,False,,,,
1000077426,Castellón,Anestesia,fidel,1.458,24,43.6,2223.12,-0.76,False,,,,
1000077426,Castellón,Bioseguridad,fidel,2.938,38,49.1,1086.44,-0.42,False,,,,
1000077427,Barcelona,Anestesia,perdut,0.503,126,,2223.12,,False,,,,
1000077429,Burgos,Anestesia,fidel,1.024,26,73.5,3410.04,-1.61,False,,,,
1000077436,Barcelona,Anestesia,marginal,0.25,70,,2223.12,,False,,,,
1000077444,Valencia,Anestesia,perdut,0.0,544,,4546.72,,False,,,,
1000077452,Murcia,Anestesia,promiscu,0.28,13,592.0,2223.12,-1.78,False,,,,
1000077452,Murcia,Bioseguridad,perdut,0.0,683,,1086.44,,False,,,,
1000077453,Huelva,Anestesia,perdut,0.371,146,,2223.12,,False,,,,
1000077453,Huelva,Bioseguridad,perdut,0.373,146,,1086.44,,False,,,,
1000077454,Sevilla,Anestesia,perdut,0.0,1124,,2223.12,,False,,,,
1000077455,A Coruña,Anestesia,fidel,1.064,26,222.7,2223.12,-4.11,False,,,,
1000077455,A Coruña,Bioseguridad,en_risc,2.561,26,71.9,1086.44,-1.87,True,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 256%). El seu cicle de compra és de 72 dies. Porta 26 dies sense comprar (-46 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000077462,Las Palmas,Anestesia,perdut,1.178,101,,2223.12,,False,,,,
1000077462,Las Palmas,Bioseguridad,fidel,2.195,20,190.9,1086.44,-1.47,False,,,,
1000077470,Madrid,Anestesia,perdut,0.259,199,,2223.12,,False,,,,
1000077470,Madrid,Bioseguridad,perdut,0.0,1398,,1086.44,,False,,,,
1000077486,Las Palmas,Bioseguridad,nou,0.146,59,,1086.44,,False,,,,
1000077490,Madrid,Anestesia,perdut,0.646,186,,1802.36,,False,,,,
1000077491,A Coruña,Anestesia,perdut,0.0,453,,1802.36,,False,,,,
1000077509,Madrid,Anestesia,fidel,0.823,19,40.2,3410.04,-0.83,False,,,,
1000077509,Madrid,Bioseguridad,promiscu,0.364,90,52.0,1667.34,1.49,True,reposicio_endarrerida,1059.75,mitja,Client promiscu de Bioseguridad (Share 12m: 36%). El seu cicle de compra és de 52 dies. Porta 90 dies sense comprar (38 dies de coll). 
1000077513,Zaragoza,Anestesia,fidel,0.779,89,170.8,2223.12,-1.0,False,,,,
1000077513,Zaragoza,Bioseguridad,perdut,0.0,579,,1086.44,,False,,,,
1000077523,Lugo,Anestesia,marginal,0.0,1417,,2223.12,,False,,,,
1000077525,Palencia,Anestesia,perdut,0.0,1158,,2223.12,,False,,,,
1000077525,Palencia,Bioseguridad,perdut,0.201,172,,1086.44,,False,,,,
1000077528,Granada,Anestesia,fidel,1.776,40,136.4,2223.12,-1.02,False,,,,
1000077528,Granada,Bioseguridad,fidel,4.263,40,93.3,1086.44,-0.95,False,,,,
1000077538,Sta.Cruz Tenerife,Anestesia,fidel,1.226,38,118.5,2223.12,-1.41,False,,,,
1000077538,Sta.Cruz Tenerife,Bioseguridad,perdut,0.522,304,,1086.44,,False,,,,
1000077542,Palencia,Bioseguridad,fidel,2.817,6,137.8,1086.44,-2.24,False,,,,
1000077547,Madrid,Anestesia,marginal,0.0,1501,,4546.72,,False,,,,
1000077557,Alicante,Anestesia,perdut,0.122,185,,1802.36,,False,,,,
1000077559,Orense,Anestesia,perdut,0.0,1348,,2223.12,,False,,,,
1000077565,Jaén,Anestesia,perdut,0.797,292,,2223.12,,False,,,,
1000077576,Alicante,Anestesia,promiscu,0.705,39,196.0,3410.04,-3.46,False,,,,
1000077587,Barcelona,Anestesia,marginal,0.228,88,,1802.36,,False,,,,
1000077606,Sevilla,Anestesia,perdut,0.0,1629,,3410.04,,False,,,,
1000077611,Sevilla,Anestesia,perdut,0.0,1552,,2223.12,,False,,,,
1000077611,Sevilla,Bioseguridad,perdut,0.0,1552,,1086.44,,False,,,,
1000077612,Madrid,Anestesia,promiscu,0.531,66,151.8,2223.12,-1.58,False,,,,
1000077638,A Coruña,Anestesia,perdut,0.0,433,,2223.12,,False,,,,
1000077678,Pontevedra,Anestesia,perdut,0.384,207,,2223.12,,False,,,,
1000077678,Pontevedra,Bioseguridad,perdut,0.597,207,,1086.44,,False,,,,
1000077685,Madrid,Anestesia,fidel,0.789,82,119.9,2223.12,-0.86,False,,,,
1000077695,Sevilla,Anestesia,promiscu,0.295,87,247.1,3410.04,-2.4,False,,,,
1000077706,Valencia,Anestesia,promiscu,0.74,26,191.8,3410.04,-1.57,False,,,,
1000077706,Valencia,Bioseguridad,fidel,1.173,26,219.0,1667.34,-1.36,False,,,,
1000077707,Asturias,Bioseguridad,perdut,0.0,448,,1667.34,,False,,,,
1000077708,Zaragoza,Anestesia,promiscu,0.655,13,99.8,3410.04,-1.77,False,,,,
1000077708,Zaragoza,Bioseguridad,perdut,0.384,101,,1667.34,,False,,,,
1000077709,Sevilla,Anestesia,perdut,0.0,375,,2223.12,,False,,,,
1000077720,Navarra,Anestesia,perdut,0.753,123,,2223.12,,False,,,,
1000077720,Navarra,Bioseguridad,promiscu,0.671,17,297.5,1086.44,-0.82,False,,,,
1000077721,Asturias,Anestesia,perdut,0.0,1301,,2223.12,,False,,,,
1000077727,Valencia,Bioseguridad,marginal,0.121,300,,1667.34,,False,,,,
1000077738,Valencia,Anestesia,perdut,0.35,101,,3410.04,,False,,,,
1000077743,Jaén,Anestesia,perdut,0.645,94,,1802.36,,False,,,,
1000077777,Sevilla,Anestesia,perdut,0.0,780,,3410.04,,False,,,,
1000077779,Jaén,Bioseguridad,perdut,0.477,131,,1667.34,,False,,,,
1000077781,Toledo,Anestesia,fidel,3.228,6,80.4,2223.12,-2.65,False,,,,
1000077781,Toledo,Bioseguridad,fidel,5.537,68,71.1,1086.44,-0.08,False,,,,
1000077782,Badajoz,Anestesia,en_risc,1.594,28,60.6,2223.12,-0.8,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 159%). El seu cicle de compra és de 61 dies. Porta 28 dies sense comprar (-33 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000077782,Badajoz,Bioseguridad,perdut,0.0,419,,1086.44,,False,,,,
1000077786,A Coruña,Bioseguridad,perdut,0.0,847,,1667.34,,False,,,,
1000077789,Madrid,Anestesia,perdut,0.0,445,,1802.36,,False,,,,
1000077789,Madrid,Bioseguridad,perdut,0.452,294,,879.2,,False,,,,
1000077796,Huelva,Anestesia,fidel,0.877,28,212.5,2223.12,-6.63,False,,,,
1000077804,Valencia,Anestesia,marginal,0.0,1613,,1802.36,,False,,,,
1000077805,Barcelona,Anestesia,perdut,0.598,185,,2223.12,,False,,,,
1000077805,Barcelona,Bioseguridad,perdut,0.512,185,,1086.44,,False,,,,
1000077813,Alicante,Anestesia,marginal,0.0,1434,,3410.04,,False,,,,
1000077814,Madrid,Anestesia,marginal,0.103,34,,1802.36,,False,,,,
1000077814,Madrid,Bioseguridad,perdut,0.0,796,,879.2,,False,,,,
1000077817,Las Palmas,Anestesia,perdut,0.0,1059,,2223.12,,False,,,,
1000077820,Málaga,Anestesia,fidel,0.798,83,95.9,2223.12,-0.14,False,,,,
1000077820,Málaga,Bioseguridad,perdut,0.0,1278,,1086.44,,False,,,,
1000077826,Valencia,Anestesia,perdut,1.1,161,,2223.12,,False,,,,
1000077829,Almería,Bioseguridad,en_risc,0.445,238,,1086.44,,False,,,,
1000077835,Sevilla,Anestesia,promiscu,0.424,89,292.4,2223.12,-1.39,False,,,,
1000077835,Sevilla,Bioseguridad,perdut,0.0,690,,1086.44,,False,,,,
1000077854,Valencia,Anestesia,perdut,0.26,329,,2223.12,,False,,,,
1000077857,Alicante,Anestesia,perdut,0.183,182,,3410.04,,False,,,,
1000077867,Albacete,Anestesia,promiscu,0.55,75,193.2,2223.12,-1.13,False,,,,
1000077867,Albacete,Bioseguridad,perdut,0.146,325,,1086.44,,False,,,,
1000077876,Sta.Cruz Tenerife,Anestesia,perdut,0.791,103,,2223.12,,False,,,,
1000077876,Sta.Cruz Tenerife,Bioseguridad,marginal,0.0,1502,,1086.44,,False,,,,
1000077880,Barcelona,Anestesia,fidel,1.388,28,65.3,3410.04,-1.46,False,,,,
1000077884,Cuenca,Anestesia,en_risc,0.91,53,102.6,2223.12,-0.92,True,caiguda_share,200.42,mitja,"Client en_risc de Anestesia (Share 12m: 91%). El seu cicle de compra és de 103 dies. Porta 53 dies sense comprar (-50 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000077887,Murcia,Anestesia,promiscu,0.556,12,208.1,1802.36,-1.2,False,,,,
1000077887,Murcia,Bioseguridad,perdut,0.452,347,,879.2,,False,,,,
1000077888,Sta.Cruz Tenerife,Anestesia,perdut,0.403,152,,2223.12,,False,,,,
1000077895,Pontevedra,Anestesia,perdut,0.0,825,,1802.36,,False,,,,
1000077896,Pontevedra,Anestesia,perdut,0.0,1642,,2223.12,,False,,,,
1000077908,Sta.Cruz Tenerife,Anestesia,marginal,0.238,19,,2223.12,,False,,,,
1000077932,Guadalajara,Anestesia,perdut,0.0,552,,2223.12,,False,,,,
1000077938,Murcia,Anestesia,perdut,0.0,1516,,2223.12,,False,,,,
1000077938,Murcia,Bioseguridad,promiscu,0.732,48,123.0,1086.44,-1.26,False,,,,
1000077939,Barcelona,Anestesia,promiscu,0.47,26,204.5,2223.12,-3.12,False,,,,
1000077944,Jaén,Anestesia,perdut,0.447,118,,2223.12,,False,,,,
1000077955,Huelva,Anestesia,perdut,0.0,1501,,1802.36,,False,,,,
1000077960,Barcelona,Anestesia,perdut,0.366,151,,1802.36,,False,,,,
1000077966,Valencia,Anestesia,perdut,0.798,103,,2223.12,,False,,,,
1000077966,Valencia,Bioseguridad,perdut,0.559,103,,1086.44,,False,,,,
1000077976,Cantabria,Anestesia,perdut,0.0,683,,2223.12,,False,,,,
1000077977,Segovia,Anestesia,promiscu,0.52,47,328.7,3410.04,-2.12,False,,,,
1000077993,Almería,Anestesia,perdut,0.983,298,,1802.36,,False,,,,
1000077995,Madrid,Anestesia,perdut,0.0,1445,,1802.36,,False,,,,
1000077996,A Coruña,Anestesia,perdut,0.496,223,,3410.04,,False,,,,
1000078003,León,Anestesia,perdut,0.333,173,,2223.12,,False,,,,
1000078005,Valencia,Anestesia,perdut,0.374,180,,3410.04,,False,,,,
1000078007,Valencia,Anestesia,perdut,0.0,843,,2223.12,,False,,,,
1000078007,Valencia,Bioseguridad,perdut,0.366,207,,1086.44,,False,,,,
1000078013,Valencia,Anestesia,perdut,0.0,587,,3410.04,,False,,,,
1000078013,Valencia,Bioseguridad,perdut,0.0,650,,1667.34,,False,,,,
1000078021,Valencia,Anestesia,en_risc,2.099,19,95.8,3410.04,-2.84,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 210%). El seu cicle de compra és de 96 dies. Porta 19 dies sense comprar (-77 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000078021,Valencia,Bioseguridad,en_risc,2.173,19,91.8,1667.34,-1.42,True,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 217%). El seu cicle de compra és de 92 dies. Porta 19 dies sense comprar (-73 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000078025,Barcelona,Anestesia,perdut,0.351,172,,2223.12,,False,,,,
1000078028,Sta.Cruz Tenerife,Anestesia,perdut,0.126,250,,2223.12,,False,,,,
1000078034,Madrid,Anestesia,perdut,0.0,1663,,2223.12,,False,,,,
1000078040,Barcelona,Anestesia,perdut,0.266,116,,2223.12,,False,,,,
1000078043,Madrid,Anestesia,perdut,1.02,105,,2223.12,,False,,,,
1000078064,Tarragona,Anestesia,promiscu,0.511,90,190.6,2223.12,-1.2,False,,,,
1000078083,Almería,Anestesia,perdut,0.082,346,,2223.12,,False,,,,
1000078083,Almería,Bioseguridad,fidel,1.592,24,94.7,1086.44,-2.8,False,,,,
1000078086,Valencia,Anestesia,fidel,0.882,14,230.5,2223.12,-0.86,False,,,,
1000078086,Valencia,Bioseguridad,marginal,0.0,475,,1086.44,,False,,,,
1000078098,Valencia,Anestesia,marginal,0.157,28,,2223.12,,False,,,,
1000078098,Valencia,Bioseguridad,en_risc,0.36,28,,1086.44,,False,,,,
1000078099,Murcia,Anestesia,marginal,0.0,1414,,2223.12,,False,,,,
1000078110,Madrid,Anestesia,perdut,0.498,290,,2223.12,,False,,,,
1000078114,Lugo,Bioseguridad,perdut,0.0,759,,1667.34,,False,,,,
1000078121,Madrid,Anestesia,perdut,0.242,217,,3410.04,,False,,,,
1000078121,Madrid,Bioseguridad,fidel,1.563,52,115.0,1667.34,-1.37,False,,,,
1000078140,Valencia,Anestesia,perdut,0.237,333,,3410.04,,False,,,,
1000078140,Valencia,Bioseguridad,perdut,0.486,333,,1667.34,,False,,,,
1000078144,A Coruña,Anestesia,perdut,0.0,493,,1802.36,,False,,,,
1000078158,Huelva,Anestesia,perdut,0.598,108,,2223.12,,False,,,,
1000078159,Huelva,Anestesia,perdut,0.341,221,,9093.44,,False,,,,
1000078163,Valladolid,Anestesia,perdut,0.531,129,,2223.12,,False,,,,
1000078163,Valladolid,Bioseguridad,fidel,1.558,27,181.3,1086.44,-1.17,False,,,,
1000078169,A Coruña,Anestesia,perdut,0.258,325,,2223.12,,False,,,,
1000078170,Jaén,Bioseguridad,perdut,0.0,622,,1667.34,,False,,,,
1000078175,Barcelona,Anestesia,perdut,0.0,567,,1802.36,,False,,,,
1000078182,Alicante,Anestesia,promiscu,0.39,52,315.4,3410.04,-1.68,False,,,,
1000078182,Alicante,Bioseguridad,promiscu,0.326,52,323.8,1667.34,-0.82,False,,,,
1000078185,Zamora,Anestesia,promiscu,0.609,27,418.5,2223.12,-7.85,False,,,,
1000078192,Sta.Cruz Tenerife,Anestesia,fidel,1.158,56,158.4,3410.04,-1.19,False,,,,
1000078194,Madrid,Anestesia,marginal,0.049,28,,2223.12,,False,,,,
1000078194,Madrid,Bioseguridad,nou,0.366,25,,1086.44,,False,,,,
1000078203,Madrid,Anestesia,perdut,0.524,118,,2223.12,,False,,,,
1000078214,Madrid,Anestesia,nou,0.17,28,,2223.12,,False,,,,
1000078227,Cádiz,Anestesia,marginal,0.0,1132,,3410.04,,False,,,,
1000078233,Madrid,Anestesia,promiscu,0.531,46,95.1,2223.12,-0.96,False,,,,
1000078233,Madrid,Bioseguridad,marginal,0.0,1571,,1086.44,,False,,,,
1000078247,A Coruña,Anestesia,marginal,0.081,11,,4546.72,,False,,,,
1000078251,Sevilla,Anestesia,perdut,0.205,250,,2223.12,,False,,,,
1000078252,Madrid,Anestesia,promiscu,0.701,87,130.8,3410.04,-0.79,False,,,,
1000078257,Zaragoza,Anestesia,en_risc,1.55,26,44.8,2223.12,-0.39,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 155%). El seu cicle de compra és de 45 dies. Porta 26 dies sense comprar (-19 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000078260,Valencia,Anestesia,marginal,0.0,1558,,2223.12,,False,,,,
1000078261,Cáceres,Anestesia,fidel,1.953,14,107.6,2223.12,-4.56,False,,,,
1000078272,Valencia,Anestesia,fidel,1.712,24,122.1,3410.04,-1.12,False,,,,
1000078280,Asturias,Anestesia,perdut,0.451,95,,1802.36,,False,,,,
1000078284,Girona,Anestesia,perdut,0.0,409,,2223.12,,False,,,,
1000078287,Lleida,Anestesia,fidel,1.358,5,100.5,1802.36,-2.47,False,,,,
1000078288,León,Bioseguridad,fidel,1.295,74,123.6,1086.44,-0.36,False,,,,
1000078290,Barcelona,Anestesia,fidel,0.786,32,365.5,1802.36,-1.34,False,,,,
1000078297,A Coruña,Anestesia,marginal,0.105,33,,6820.08,,False,,,,
1000078299,Barcelona,Anestesia,promiscu,0.311,45,73.3,6820.08,-0.22,False,,,,
1000078303,Cantabria,Anestesia,fidel,1.29,67,170.0,2223.12,-1.12,False,,,,
1000078303,Cantabria,Bioseguridad,marginal,0.183,322,,1086.44,,False,,,,
1000078305,Salamanca,Anestesia,promiscu,0.628,47,222.9,3410.04,-0.89,False,,,,
1000078305,Salamanca,Bioseguridad,perdut,0.0,1102,,1667.34,,False,,,,
1000078307,Salamanca,Anestesia,perdut,0.608,237,,2223.12,,False,,,,
1000078311,Pontevedra,Anestesia,perdut,0.0,591,,2223.12,,False,,,,
1000078311,Pontevedra,Bioseguridad,perdut,0.0,573,,1086.44,,False,,,,
1000078323,A Coruña,Anestesia,marginal,0.0,1329,,2223.12,,False,,,,
1000078324,Albacete,Anestesia,perdut,0.0,462,,2223.12,,False,,,,
1000078324,Albacete,Bioseguridad,perdut,0.0,1526,,1086.44,,False,,,,
1000078333,Almería,Anestesia,marginal,0.063,172,,2223.12,,False,,,,
1000078339,Cuenca,Bioseguridad,fidel,1.484,42,115.1,1086.44,-0.95,False,,,,
1000078347,Madrid,Anestesia,perdut,0.69,179,,2223.12,,False,,,,
1000078351,Granada,Anestesia,perdut,0.599,96,,2223.12,,False,,,,
1000078355,Barcelona,Anestesia,perdut,0.598,180,,2223.12,,False,,,,
1000078355,Barcelona,Bioseguridad,marginal,0.0,1372,,1086.44,,False,,,,
